,SIT,Field1,TEXT
5959,"[ This is an everyday feeling.  Many situational events : causes á are unclean and dirty environment, illiteracy, poverty and á neglect of human resources, disgust at the lack of perception on á the part of us ( educated few) for the lack of drive and drive á towards their redemption. ]",disgust,"[Ini adalah perasaan sehari-hari. Banyak peristiwa situasional: penyebab á adalah lingkungan yang kotor dan kotor, buta huruf, kemiskinan dan á pengabaian sumber daya manusia, jijik pada kurangnya persepsi tentang á bagian dari kita (sedikit terdidik) karena kurangnya drive dan drive á menuju penebusan mereka. ]"
5960,"When I realized that I belonged to a country which is amongst the á poorest in the world and that inspite of having the resources we á do not utilize them.  I was ashamed at myself and my country, á shame at the lack of parity between the lifestyles of the á citizens.",shame,"Ketika saya menyadari bahwa saya milik sebuah negara yang termasuk di antara yang termiskin di dunia dan walaupun memiliki sumber daya yang tidak dapat kita manfaatkan. Saya malu pada diri saya dan negara saya, á malu karena kurangnya kesamaan antara gaya hidup warga á."
5961,"When I realized that I was not working hard enough and was not á being useful as an individual to the society or the family, guilt á at spending money on uncalled for activities - in short wasting á my life.",guilt,"Ketika saya menyadari bahwa saya tidak bekerja cukup keras dan tidak á berguna sebagai individu untuk masyarakat atau keluarga, saya merasa bersalah karena mengeluarkan uang untuk kegiatan yang tidak pantas - dalam waktu singkat membuang á hidup saya."
5962,My joy knew no bounds when I was selected for a job even before á having finished my studies.,joy,Kegembiraan saya tidak mengenal batas ketika saya dipilih untuk pekerjaan bahkan sebelum á menyelesaikan studi saya.
5963,I was scared when I realized that I might miss the train which I á was supposed to take.  I was 1500 Kilometres away from home and when  á I heard the depart whistle I was still 150 feet away from the á train.  I finally made it.,fear,Saya takut ketika saya menyadari bahwa saya mungkin ketinggalan kereta yang seharusnya saya naiki. Saya berada 1.500 Kilometer jauhnya dari rumah dan ketika á saya mendengar peluit keberangkatan saya masih 150 kaki jauhnya dari kereta á. Saya akhirnya berhasil.
5964,I felt angry when repeated pleas to the ticket collector and the á co-passengers in order to make a queue fell on deaf ears.  I have á this feeling whenever someone is not disciplined and methodic in á doing his duty.,anger,Saya merasa marah ketika berulang kali memohon kepada pengumpul tiket dan para penumpang untuk membuat antrian jatuh di telinga tuli. Saya memiliki perasaan ini setiap kali seseorang tidak disiplin dan metodis dalam melakukan tugasnya.
5965,"I am filled with gloom and sadness at the death of a person.  á More specifically, I felt sad after hearing the news of a á death of a person who was hale and hearty and full of life, withá vigour and plans for the next day but had no next day to cherish it.",sadness,"Saya dipenuhi dengan kesuraman dan kesedihan karena kematian seseorang. More Lebih khusus lagi, saya merasa sedih setelah mendengar berita tentang á kematian seseorang yang sehat dan sehat, dengan semangat dan rencana untuk hari berikutnya tetapi tidak memiliki hari berikutnya untuk menghargainya."
5966,I feel disgusted since I am unable to cope with all the wordly á affairs as I spend much precious time to pursue my hobby and á to be admist the people I love and long to be with.,disgust,Saya merasa jijik karena saya tidak mampu mengatasi semua urusan duniawi karena saya menghabiskan banyak waktu berharga untuk mengejar hobi saya dan untuk berada di tengah-tengah orang yang saya cintai dan rindukan.
5967,I always feel ashamed when I do not succeed in accomplishing á something in which I had put in all my efforts.,shame,Saya selalu merasa malu ketika saya tidak berhasil menyelesaikan á sesuatu yang telah saya lakukan dalam semua upaya saya.
5968,"At times I have been attracted to conducts which are socially á degraded due to their ill consequences, and then I feel guilty.",guilt,"Kadang-kadang saya tertarik pada perilaku yang secara sosial menurun karena konsekuensi buruknya, dan kemudian saya merasa bersalah."
5969,When India first won the world cup cricket tournament.,joy,Ketika India pertama kali memenangkan turnamen kriket piala dunia.
5970,"I was then in the 10th standard and was going to my native place. á  The last bus had already left and so I started walking, it soon á became quite dark.  The road was a village road and was deserted, á I was not even sure if that was the right way.  I finally reached á home at 10 P.M.",fear,"Saya kemudian berada di standar ke-10 dan pergi ke tempat asal saya. á Bus terakhir sudah pergi dan jadi saya mulai berjalan, segera á menjadi cukup gelap. Jalan itu adalah jalan desa dan sepi, á Aku bahkan tidak yakin apakah itu jalan yang benar. Saya akhirnya sampai di rumah pukul 10 malam."
5971,"I was travelling from Delhi to Bombay.  I had booked a seat one á month back and I had also got a telegram confirming this.  á However, in the train my name had been omitted from the á reservation sheet, and the one seat that was still vacant was á alloted to another person who paid for it despite my requests for the á seat.  I was allowed to stay in the reserved compartment when I á paid money.",anger,"Saya bepergian dari Delhi ke Bombay. Saya telah memesan kursi satu bulan lalu dan saya juga mendapat telegram yang mengkonfirmasi hal ini. However Namun, di kereta nama saya telah dihilangkan dari á lembar reservasi, dan satu kursi yang masih kosong á dibagikan kepada orang lain yang membayarnya meskipun saya meminta kursi á. Saya diizinkan untuk tinggal di kompartemen yang dipesan ketika saya membayar uang."
5972,"The news of the natural calamity, an earthquake in which hundreds  á of Mexican people died.",sadness,"Berita tentang bencana alam, gempa bumi di mana ratusan orang Meksiko tewas."
5973,"In Punjab, when in the name of religion people killed each other á during the agitation.",disgust,"Di Punjab, ketika atas nama agama orang saling membunuh á selama agitasi."
5974,[ No response.],shame,[ Tidak ada respon.]
5975,[ No response.],guilt,[ Tidak ada respon.]
5976,"I felt happy at the end of a 10 day student camp.  We had shared á our hopes and aspirations and in the open situation so generated, we á had made strong frienships and experienced our own worth as well. á  ",joy,"Saya merasa senang di akhir kemah siswa 10 hari. Kami telah berbagi á harapan dan aspirasi kami dan dalam situasi terbuka yang dihasilkan, kami made telah membuat persahabatan yang kuat dan mengalami nilai kami sendiri juga. Sebuah"
5977,"One of my fellow students had bunked field work and in my attempt á to cover up for him I myself was exposed, though not directly.  á We were to meet our field work suprevisor and we were afraid of á the consequences.",fear,"Salah satu rekan mahasiswa saya telah bunked pekerjaan lapangan dan dalam upaya saya untuk menutupi dia, saya sendiri terkena, meskipun tidak secara langsung. We Kami harus bertemu dengan suprevisor kerja lapangan kami dan kami takut á konsekuensinya."
5978,"I had made an error in planning a programme and had publicly á accepted the mistake, despite repeated requests not to bring the á matter for discussion a professor kept constantly passing remarks. á I reacted angrily.á  ",anger,"Saya telah membuat kesalahan dalam merencanakan sebuah program dan secara terbuka á menerima kesalahan, meskipun berulang kali meminta untuk tidak membawa masalah untuk diskusi seorang profesor terus-menerus menyampaikan komentar. á Saya bereaksi dengan marah"
5979,I was in love with a girl but had to separate from her because of á different commitments concerning life and career.  I loved her as á a person but could not agree with the life the future would á demand.  Parting from her was very sad.,sadness,Saya jatuh cinta dengan seorang gadis tetapi harus berpisah darinya karena komitmen yang berbeda mengenai kehidupan dan karier. Aku mencintainya sebagai seseorang tetapi tidak bisa setuju dengan kehidupan yang akan datang menuntut. Berpisah darinya sangat sedih.
5980,"Students on campus were unnecessarily creating trouble just to á heckle the authorities - not to achieve something concrete, but á to further their own interest.",disgust,"Siswa di kampus tidak perlu menciptakan masalah hanya untuk eck heckle pihak berwenang - bukan untuk mencapai sesuatu yang konkret, tetapi á untuk memajukan minat mereka sendiri."
5981,I had reacted angrily at a friend for no fault of his.  I had á raised my voice and had not cared for his opinion.,shame,Saya bereaksi dengan marah pada seorang teman karena kesalahannya. Saya telah mengangkat suara saya dan tidak peduli dengan pendapatnya.
5982,I had promised to send something to a friend and it completely á slipped my mind.  I felt guilty for having forgotten.,guilt,Saya telah berjanji untuk mengirim sesuatu ke teman dan itu benar-benar menyelinap di pikiranku. Saya merasa bersalah karena lupa.
5983,"This is one feeling I never betray, but I must confess that the á last time I slighty felt happy was when I passed my M.A with a á high rank.  This was a few years ago when my friend told me about á the result.",joy,"Ini adalah satu perasaan yang tidak pernah saya khianati, tetapi saya harus mengakui bahwa á terakhir kali saya sedikit merasa bahagia adalah ketika saya melewati M.A saya dengan á peringkat tinggi. Ini beberapa tahun yang lalu ketika teman saya memberi tahu saya tentang hasilnya."
5984,A few weeks back I had a very important seminar and I had á circulated my papers to all the panel members.  A day before the á seminar I realized that I had inadvertantly burdened certain       á derivations and I had failed to correct it.  I feared that this    á would reflect very badly on my performance.  Fortunately none of  á the panel members detected it and I felt relieved.,fear,"Beberapa minggu yang lalu saya mengadakan seminar yang sangat penting dan saya telah membagikan kertas-kertas saya kepada semua anggota panel. Sehari sebelum seminar, saya menyadari bahwa saya secara tidak sengaja telah membebani derivasi tertentu dan saya gagal memperbaikinya. Saya khawatir ini akan mencerminkan kinerja saya yang buruk. Untungnya tidak ada anggota panel yang mendeteksinya dan saya merasa lega."
